Division,season,n,skew_exante,p_fav_dv
I1,2020,349,0.11898031926565772,0.5475855703094407
I1,2021,431,0.15808657849888189,0.543444002816185
I1,2022,340,0.1568074498942054,0.5401079887143984
I1,2023,410,0.19393308753146252,0.5182227889440779
I1,2024,378,0.1927650058698573,0.5240271330061895
I1,2025,202,0.1588950432651663,0.5317049909253099
I2,2005,287,0.287681054436869,0.47420976528205905
I2,2006,426,0.30633102015003894,0.4826315070244847
I2,2007,474,0.2492021662571257,0.4953641621552077
I2,2008,461,0.25878575410448484,0.48444464592938813
I2,2009,451,0.3198972587733774,0.46458403873582826
I2,2010,456,0.29927558297204593,0.47276219579693085
I2,2011,458,0.28860363610767836,0.4716027688377193
I2,2012,482,0.3047704162143852,0.4637861989648692
I2,2013,449,0.28047793835592283,0.46586543594828383
I2,2014,462,0.32519562438542565,0.44736988132789574
I2,2015,461,0.3070478083751319,0.4537917430445251
I2,2016,463,0.279464577045209,0.46369527106570846
I2,2017,462,0.2626392986690869,0.47093846123662797
I2,2018,402,0.2617376776024604,0.4689911182838819
I2,2019,360,0.32020600566092144,0.4552252915557451
I2,2020,340,0.34459905215865233,0.44428789030128063
I2,2021,401,0.3506074297927515,0.44758675302104245
I2,2022,392,0.29569120359352796,0.46288355631007844
I2,2023,379,0.3244732776006979,0.45044034347224277
I2,2024,390,0.33217482824876354,0.44780459172617093
I2,2025,180,0.3395879117604184,0.4486555134286676
IRL,2012,183,0.17124104771122714,0.5241885861602291
IRL,2013,202,0.14682412481328808,0.5314586455622742
IRL,2014,202,0.08831870710412244,0.5625414710867804
IRL,2015,202,0.14159899634277398,0.5544057310717572
IRL,2016,202,0.1501298561653659,0.55102433935671
IRL,2017,198,0.11757013944847977,0.5519725738573545
IRL,2018,185,0.09089136776031853,0.5781305558988616
IRL,2019,186,0.11398733375670896,0.5647849898390757
IRL,2021,186,0.16467020959756562,0.5302129884035496
IRL,2022,181,0.15827092188877445,0.54002765572641
IRL,2023,181,0.18106818147173132,0.5508739923648864
IRL,2024,165,0.23338700137492413,0.49268637006552063
JAP,2012,306,0.2854990669281995,0.4678128568445108
JAP,2013,306,0.2569442909635957,0.47219865012146567
JAP,2014,306,0.2623756520719586,0.4789771626047568
JAP,2015,309,0.25843625956936256,0.4713458950585677
JAP,2016,309,0.2379848522890998,0.48910030552114897
JAP,2017,306,0.23597859221248782,0.4849647925113893
JAP,2018,309,0.26144827701847406,0.46573002390294427
